source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0070633,transepithelial transport,0.04269692409340399,True,"""The directed movement of a substance from one side of an epithelium to the other."" [GOC:mah, GOC:yaf, ISBN:0716731363]",32,275,3,26944,0.01090909090909091,0.09375,query_1,['GO:0006810']
GO:BP,GO:0061050,regulation of cell growth involved in cardiac muscle cell development,0.04269692409340399,True,"""Any process that modulates the rate, frequency, or extent of the growth of a cardiac muscle cell, where growth contributes to the progression of the cell over time from its initial formation to its mature state."" [GOC:dph]",32,275,3,26944,0.01090909090909091,0.09375,query_1,"['GO:0001558', 'GO:0055021', 'GO:0061049']"
GO:BP,GO:0055075,potassium ion homeostasis,0.04269692409340399,True,"""Any process involved in the maintenance of an internal steady state of potassium ions within an organism or cell."" [GOC:jid, GOC:mah]",32,275,3,26944,0.01090909090909091,0.09375,query_1,"['GO:0055080', 'GO:0098771']"
GO:MF,GO:0030620,U2 snRNA binding,0.04279203845956691,True,"""Binding to a U2 small nuclear RNA (U2 snRNA)."" [GOC:jl]",8,273,2,25063,0.007326007326007326,0.25,query_1,['GO:0017069']
GO:BP,GO:1901700,response to oxygen-containing compound,0.04388435868028269,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",2077,275,34,26944,0.12363636363636364,0.01636976408281175,query_1,['GO:0042221']
GO:BP,GO:0016079,synaptic vesicle exocytosis,0.04388435868028269,True,"""Fusion of intracellular membrane-bounded vesicles with the pre-synaptic membrane of the neuronal cell resulting in release of neurotransmitter into the synaptic cleft."" [GOC:jid, GOC:lmg]",104,275,5,26944,0.01818181818181818,0.04807692307692308,query_1,"['GO:0007269', 'GO:0045055', 'GO:0051649', 'GO:0099003', 'GO:0099504', 'GO:0099643']"
GO:BP,GO:0061669,spontaneous neurotransmitter secretion,0.044293417142491756,True,"""Neurotransmitter secretion that occurs in the absence of the action of a secretagogue or a presynaptic action potential."" [GOC:dph, GOC:pad, GOC:PARL, PMID:21334193]",10,275,2,26944,0.007272727272727273,0.2,query_1,"['GO:0007269', 'GO:0098814']"
GO:BP,GO:0060613,fat pad development,0.044293417142491756,True,"""The progression of a fat pad from its initial formation to its mature structure. A fat pad is an accumulation of adipose tissue."" [GOC:dph]",10,275,2,26944,0.007272727272727273,0.2,query_1,['GO:0060612']
GO:BP,GO:0015820,leucine transport,0.044293417142491756,True,"""The directed movement of leucine, 2-amino-4-methylpentanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",10,275,2,26944,0.007272727272727273,0.2,query_1,"['GO:0015803', 'GO:0015804']"
GO:BP,GO:0072659,protein localization to plasma membrane,0.044293417142491756,True,"""A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane."" [GOC:mah]",306,275,9,26944,0.03272727272727273,0.029411764705882353,query_1,"['GO:0072657', 'GO:1990778']"
GO:BP,GO:0030070,insulin processing,0.044293417142491756,True,"""The formation of mature insulin by proteolysis of the precursor preproinsulin. The signal sequence is first cleaved from preproinsulin to form proinsulin; proinsulin is then cleaved to release the C peptide, leaving the A and B chains of mature insulin linked by disulfide bridges."" [ISBN:0198506732]",10,275,2,26944,0.007272727272727273,0.2,query_1,"['GO:0016486', 'GO:1901142']"
GO:BP,GO:0035725,sodium ion transmembrane transport,0.044858725139836776,True,"""A process in which a sodium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:vw]",150,275,6,26944,0.02181818181818182,0.04,query_1,"['GO:0006814', 'GO:0098655', 'GO:0098662']"
GO:BP,GO:0055013,cardiac muscle cell development,0.044858725139836776,True,"""The process whose specific outcome is the progression of a cardiac muscle cell over time, from its formation to the mature state."" [GOC:devbiol, GOC:mtg_heart]",105,275,5,26944,0.01818181818181818,0.047619047619047616,query_1,"['GO:0055001', 'GO:0055006', 'GO:0055007']"
GO:BP,GO:0007010,cytoskeleton organization,0.04503658714715826,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]",1466,275,26,26944,0.09454545454545454,0.017735334242837655,query_1,['GO:0006996']
GO:MF,GO:0033218,amide binding,0.04529222674861284,True,"""Binding to an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group."" [GOC:mah]",440,273,12,25063,0.04395604395604396,0.02727272727272727,query_1,['GO:0005488']
GO:BP,GO:1990138,neuron projection extension,0.04566461663439136,True,"""Long distance growth of a single neuron projection involved in cellular development. A neuron projection is a prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:BHF, GOC:rl, PMID:22790009]",200,275,7,26944,0.025454545454545455,0.035,query_1,"['GO:0048588', 'GO:0048812', 'GO:0060560']"
GO:BP,GO:0009746,response to hexose,0.04590536055822668,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hexose stimulus."" [GOC:jl]",253,275,8,26944,0.02909090909090909,0.03162055335968379,query_1,['GO:0034284']
GO:BP,GO:0030516,regulation of axon extension,0.04620016908435642,True,"""Any process that modulates the rate, direction or extent of axon extension."" [GOC:go_curators]",106,275,5,26944,0.01818181818181818,0.04716981132075472,query_1,"['GO:0048638', 'GO:0048675', 'GO:0061387']"
GO:CC,GO:0016363,nuclear matrix,0.046623952307864425,True,"""The dense fibrillar network lying on the inner side of the nuclear membrane."" [ISBN:0582227089]",125,277,5,26995,0.018050541516245487,0.04,query_1,"['GO:0034399', 'GO:0110165']"
HP,HP:0007675,Progressive night blindness,0.046630753919652934,True,Progressive night blindness,90,95,9,5098,0.09473684210526316,0.1,query_1,['HP:0000662']
HP,HP:0000608,Macular degeneration,0.046630753919652934,True,A nonspecific term denoting degeneration of the retinal pigment epithelium and/or retinal photoreceptor cells of the macula lutea.,98,95,9,5098,0.09473684210526316,0.09183673469387756,query_1,"['HP:0000546', 'HP:0001103']"
HP,HP:0000546,Retinal degeneration,0.046630753919652934,True,A nonspecific term denoting degeneration of the retinal pigment epithelium and/or retinal photoreceptor cells.,282,95,16,5098,0.16842105263157894,0.05673758865248227,query_1,['HP:0000479']
HP,HP:0030453,Abnormal visual electrophysiology,0.046630753919652934,True,Abnormal visual electrophysiology,251,95,15,5098,0.15789473684210525,0.05976095617529881,query_1,['HP:0012373']
HP,HP:0007994,Peripheral visual field loss,0.046630753919652934,True,"Loss of peripheral vision with retention of central vision, resulting in a constricted circular tunnel-like field of vision.",98,95,9,5098,0.09473684210526316,0.09183673469387756,query_1,['HP:0001133']
GO:CC,GO:0005783,endoplasmic reticulum,0.046787836342115995,True,"""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]",1861,277,30,26995,0.10830324909747292,0.016120365394948953,query_1,"['GO:0005737', 'GO:0012505', 'GO:0043231']"
GO:CC,GO:0016586,RSC-type complex,0.046861988148869764,True,"""A SWI/SNF-type complex that contains a bromodomain containing-protein, such as yeast Rsc1 or Rsc4 or mammalian PB1/BAF180. The RSC complex is generally recruited to RNA polymerase III promoters and is specifically recruited to RNA polymerase II promoters by transcriptional activators and repressors; it is also involved in non-homologous end joining."" [GOC:bhm, PMID:11937489, PMID:12672490, PMID:15870268, PMID:19355820, PMID:8980231]",15,277,2,26995,0.007220216606498195,0.13333333333333333,query_1,['GO:0070603']
GO:CC,GO:0120095,vacuole-isolation membrane contact site,0.046861988148869764,True,"""An organelle membrane contact site formed at the junction of the vacuolar membrane and the isolation membrane or phagophore in response to starvation or other stresses, leading to the formation of the autophagosome."" [PMID:23549786]",1,277,1,26995,0.0036101083032490976,1.0,query_1,['GO:0044232']
GO:CC,GO:0032838,plasma membrane bounded cell projection cytoplasm,0.046861988148869764,True,"""All of the contents of a plasma membrane bounded cell projection, excluding the plasma membrane surrounding the projection."" [GOC:krc, GOC:mah]",288,277,8,26995,0.02888086642599278,0.027777777777777776,query_1,"['GO:0099568', 'GO:0120025']"
GO:CC,GO:0098871,postsynaptic actin cytoskeleton,0.046861988148869764,True,"""The actin cytoskeleton that is part of a postsynapse."" [GOC:dos]",15,277,2,26995,0.007220216606498195,0.13333333333333333,query_1,"['GO:0015629', 'GO:0099571']"
GO:CC,GO:1990876,cytoplasmic side of nuclear pore,0.046861988148869764,True,"""The side of the nuclear pore complex (NPC) that faces the cytoplasm."" [PMID:8422679]",1,277,1,26995,0.0036101083032490976,1.0,query_1,"['GO:0005643', 'GO:0110165']"
GO:CC,GO:0120220,basal body patch,0.046861988148869764,True,"""The region in the apical portion of multiciliated epithelial cells where the ciliary basal bodies cluster."" [GOC:krc, PMID:20164345, PMID:20685736, PMID:29891944]",1,277,1,26995,0.0036101083032490976,1.0,query_1,"['GO:0045177', 'GO:0110165']"
GO:CC,GO:0099143,presynaptic actin cytoskeleton,0.046861988148869764,True,"""The actin cytoskeleton that is part of a presynapse."" [GOC:dos]",1,277,1,26995,0.0036101083032490976,1.0,query_1,"['GO:0015629', 'GO:0099569']"
GO:CC,GO:0070772,PAS complex,0.046861988148869764,True,"""A class III phosphatidylinositol 3-kinase complex that contains a phosphatidylinositol-3-phosphate 5-kinase subunit (Fab1p in yeast; PIKfyve in mammals), a kinase activator, and a phosphatase, and may also contain additional proteins; it is involved in regulating the synthesis and turnover of phosphatidylinositol 3,5-bisphosphate. In mammals the complex is composed of PIKFYVE, FIG4 and VAC14. In yeast it is composed of Atg18p, Fig4p, Fab1p, Vac14p and Vac7p."" [PMID:18950639, PMID:19037259, PMID:19158662]",1,277,1,26995,0.0036101083032490976,1.0,query_1,"['GO:0005774', 'GO:0035032']"
GO:BP,GO:0009719,response to endogenous stimulus,0.0476433550727191,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]",1935,275,32,26944,0.11636363636363636,0.016537467700258397,query_1,['GO:0050896']
GO:BP,GO:1901987,regulation of cell cycle phase transition,0.047681583604450746,True,"""Any process that modulates the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",429,275,11,26944,0.04,0.02564102564102564,query_1,"['GO:0010564', 'GO:0044770']"
GO:BP,GO:0021766,hippocampus development,0.047717857334856166,True,"""The progression of the hippocampus over time from its initial formation until its mature state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0878937420, UBERON:0002421]",107,275,5,26944,0.01818181818181818,0.04672897196261682,query_1,"['GO:0021543', 'GO:0021761', 'GO:0048856']"
GO:BP,GO:0051055,negative regulation of lipid biosynthetic process,0.047904179431495914,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids."" [GOC:ai]",67,275,4,26944,0.014545454545454545,0.05970149253731343,query_1,"['GO:0008610', 'GO:0009890', 'GO:0045833', 'GO:0046890']"
GO:BP,GO:0099084,postsynaptic specialization organization,0.047904179431495914,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a postsynaptic specialization, a structure that lies adjacent to the cytoplasmic face of the postsynaptic membrane."" [GOC:BHF, GOC:sjp, PMID:21525273, PMID:26834556]",67,275,4,26944,0.014545454545454545,0.05970149253731343,query_1,"['GO:0006996', 'GO:0099173']"
GO:BP,GO:0031329,regulation of cellular catabolic process,0.04824944827741877,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:mah]",621,275,14,26944,0.05090909090909091,0.02254428341384863,query_1,"['GO:0009894', 'GO:0031323', 'GO:0044248']"
